"Freq [GHz]","RadiatedPower []"
8,0.00128962479434949
8.05714285714286,0.00133774144007891
8.11428571428571,0.00139007319121114
8.17142857142857,0.00144712348441534
8.22857142857143,0.00150948154760041
8.28571428571429,0.00157784031894934
8.34285714285714,0.00165301896795738
8.4,0.00173599142472813
8.45714285714286,0.00182792284392867
8.51428571428571,0.00193021658504436
8.57142857142857,0.0020445753619903
8.62857142857143,0.00217308166423579
8.68571428571429,0.00231830466794136
8.74285714285714,0.00248344426177789
8.8,0.00267252742460949
8.85714285714286,0.00289068022486753
8.91428571428571,0.00314451040516042
8.97142857142857,0.00344265507286277
9.02857142857143,0.00379658045865807
9.08571428571429,0.00422177470486261
9.14285714285714,0.00473957120873981
9.2,0.00538001183253111
9.25714285714286,0.00618648377836762
9.31428571428571,0.00722349573285256
9.37142857142857,0.00859025168803375
9.42857142857143,0.0104454622731902
9.48571428571429,0.0130551812230841
9.54285714285714,0.0168908828041378
9.6,0.0228450510938238
9.65714285714286,0.0327411579342979
9.71428571428571,0.0506077055330434
9.77142857142857,0.0856083053882504
9.82857142857143,0.152313178521211
9.88571428571428,0.214256059604882
9.94285714285714,0.160570325400083
10,0.0872334710576903
10.0571428571429,0.0486520533519669
10.1142857142857,0.0297362585001347
10.1714285714286,0.0197032769017256
10.2285714285714,0.0139056288790256
10.2857142857143,0.0103084171642685
10.3428571428571,0.00794671642441634
10.4,0.0063249731796651
10.4571428571429,0.00517048737863717
10.5142857142857,0.00432422774942885
10.5714285714286,0.00368882752660026
10.6285714285714,0.00320217511183657
10.6857142857143,0.00282323815103249
10.7428571428571,0.00252408137704261
10.8,0.00228518190533599
10.8571428571429,0.00209257855800866
10.9142857142857,0.00193608128114372
10.9714285714286,0.00180811407009057
11.0285714285714,0.00170294828751563
11.0857142857143,0.00161618245356693
11.1428571428571,0.00154438157460565
11.2,0.00148482136559834
11.2571428571429,0.00143530237313829
11.3142857142857,0.00139401061323708
11.3714285714286,0.00135940838458609
11.4285714285714,0.00133014239864565
11.4857142857143,0.00130495788855961
11.5428571428571,0.0012826050792361
11.6,0.00126171804068287
11.6571428571429,0.00124062911824156
11.7142857142857,0.00121704104431828
11.7714285714286,0.00118737100118743
11.8285714285714,0.00114526524226917
11.8857142857143,0.00107771214016959
11.9428571428571,0.000952816496384019
12,0.000673248329086189
