"Freq [GHz]","ang_deg(S(1,1)) [deg]"
8,-23.6529946109901
8.05714285714286,-18.5005115868016
8.11428571428571,-13.127965009939
8.17142857142857,-7.61614535171644
8.22857142857143,-2.06165800113035
8.28571428571429,3.43238442683499
8.34285714285714,8.76728330363909
8.4,13.8584834382306
8.45714285714286,18.6418401391021
8.51428571428571,23.0755874380364
8.57142857142857,27.1386250820428
8.62857142857143,30.8265390917595
8.68571428571429,34.1468093201126
8.74285714285714,37.1142414402863
8.8,39.7471476977149
8.85714285714286,42.0643999434742
8.91428571428571,44.0832415182252
8.97142857142857,45.8176367966247
9.02857142857143,47.2769011094242
9.08571428571429,48.4643388955271
9.14285714285714,49.3755851417004
9.2,49.9962577266065
9.25714285714286,50.2983350684154
9.31428571428571,50.2342796459208
9.37142857142857,49.727136384391
9.42857142857143,48.6532175575686
9.48571428571429,46.8106007383267
9.54285714285714,43.8595269658797
9.6,39.2067193250661
9.65714285714286,31.7885730579229
9.71428571428571,19.7779457773694
9.77142857142857,0.97851189937491
9.82857142857143,-23.4374714870122
9.88571428571428,-45.8479375320464
9.94285714285714,-61.3572657135346
10,-71.1648096941182
10.0571428571429,-77.4741276676179
10.1142857142857,-81.7188798957515
10.1714285714286,-84.7064585590295
10.2285714285714,-86.8947846558019
10.2857142857143,-88.5547535626056
10.3428571428571,-89.8543871805751
10.4,-90.9026699092278
10.4571428571429,-91.7732414804391
10.5142857142857,-92.5177713577429
10.5714285714286,-93.173839033391
10.6285714285714,-93.7697698757453
10.6857142857143,-94.3277211046261
10.7428571428571,-94.8657304627326
10.8,-95.3991360069633
10.8571428571429,-95.9416111822738
10.9142857142857,-96.5059684464608
10.9714285714286,-97.104834019569
11.0285714285714,-97.7512690484293
11.0857142857143,-98.4594000930466
11.1428571428571,-99.2451205487982
11.2,-100.126933597295
11.2571428571429,-101.127028439296
11.3142857142857,-102.272719999305
11.3714285714286,-103.598448306289
11.4285714285714,-105.148647075439
11.4857142857143,-106.98199007987
11.5428571428571,-109.177887341195
11.6,-111.846802788039
11.6571428571429,-115.147411994076
11.7142857142857,-119.316921609107
11.7714285714286,-124.729524160373
11.8285714285714,-132.025386059706
11.8857142857143,-142.465400992519
11.9428571428571,-159.341340632059
12,160.862268956591
