"lumped_element_capacitance [pF]","Freq [GHz]","ang_deg(S(1,1)) [deg]"
0.065,9.75,75.127461753678
0.0722916666666667,9.75,70.7452194772406
0.0795833333333333,9.75,65.5768308343049
0.086875,9.75,59.4533789141582
0.0941666666666667,9.75,52.3389336073366
0.101458333333333,9.75,43.4683002063188
0.10875,9.75,32.9155505108322
0.116041666666667,9.75,21.0096554836809
0.123333333333333,9.75,7.42032906676029
0.130625,9.75,-6.25681654424655
0.137916666666667,9.75,-19.2492540627196
0.145208333333333,9.75,-29.6670249565571
0.1525,9.75,-38.3108521877945
0.159791666666667,9.75,-45.2876283514487
0.167083333333333,9.75,-51.2266678573779
0.174375,9.75,-55.6845420583697
0.181666666666667,9.75,-59.6904355899742
0.188958333333333,9.75,-63.4099247458777
0.19625,9.75,-66.3445513040517
0.203541666666667,9.75,-68.8760859590226
0.210833333333333,9.75,-71.308386315381
0.218125,9.75,-73.1607302053569
0.225416666666667,9.75,-74.915535958476
0.232708333333333,9.75,-76.4725078986217
0.24,9.75,-78.1479241473205
