"lumped_element_capacitance [pF]","Freq [GHz]","mag(S(1,1)) []"
0.065,9.75,0.20625251820836
0.0722916666666667,9.75,0.231833313190298
0.0795833333333333,9.75,0.262876830515437
0.086875,9.75,0.29860355709425
0.0941666666666667,9.75,0.339267494950142
0.101458333333333,9.75,0.3846611988887
0.10875,9.75,0.430206231080854
0.116041666666667,9.75,0.466999214431869
0.123333333333333,9.75,0.487639115896491
0.130625,9.75,0.483820973038645
0.137916666666667,9.75,0.457393620967515
0.145208333333333,9.75,0.421747538537701
0.1525,9.75,0.383491310905165
0.159791666666667,9.75,0.347840990543158
0.167083333333333,9.75,0.31449491466977
0.174375,9.75,0.289273897063679
0.181666666666667,9.75,0.265267605356236
0.188958333333333,9.75,0.242572468533565
0.19625,9.75,0.225188711736728
0.203541666666667,9.75,0.210124928316089
0.210833333333333,9.75,0.195787127695057
0.218125,9.75,0.185596586695293
0.225416666666667,9.75,0.175753621541687
0.232708333333333,9.75,0.167766426285347
0.24,9.75,0.159038331652997
