"lumped_element_capacitance [pF]","Freq [GHz]","mag(S(1,1)) []"
0.065,10,0.276899014516113
0.0722916666666667,10,0.317728508657385
0.0795833333333333,10,0.364791419676839
0.086875,10,0.413440593861795
0.0941666666666667,10,0.453832897374088
0.101458333333333,10,0.474835534707459
0.10875,10,0.468677404938442
0.116041666666667,10,0.44059486893377
0.123333333333333,10,0.399761845291437
0.130625,10,0.357426481644104
0.137916666666667,10,0.317462719079517
0.145208333333333,10,0.28546243975952
0.1525,10,0.258383632607409
0.159791666666667,10,0.235621525434455
0.167083333333333,10,0.215604890025686
0.174375,10,0.200543049953145
0.181666666666667,10,0.186316070568478
0.188958333333333,10,0.172958595707775
0.19625,10,0.162431105634498
0.203541666666667,10,0.153163041001528
0.210833333333333,10,0.144336599613888
0.218125,10,0.137808647342595
0.225416666666667,10,0.131539337644179
0.232708333333333,10,0.126393715599192
0.24,10,0.120712481546498
