"lumped_element_capacitance [pF]","Freq [GHz]","ang_deg(S(2,1)) [deg]"
0.065,10,-15.0225214788811
0.0722916666666667,10,-16.6954478424262
0.0795833333333333,10,-17.9767442845339
0.086875,10,-17.5726893166688
0.0941666666666667,10,-13.3165825426956
0.101458333333333,10,-2.91395809529778
0.10875,10,9.16750601136321
0.116041666666667,10,16.0846262868507
0.123333333333333,10,18.2980809363695
0.130625,10,17.9870049564579
0.137916666666667,10,16.7380368766199
0.145208333333333,10,15.3996502567742
0.1525,10,14.1220131484216
0.159791666666667,10,12.9774083803643
0.167083333333333,10,11.9285035136986
0.174375,10,11.1221906879303
0.181666666666667,10,10.3436055228278
0.188958333333333,10,9.6072405015365
0.19625,10,9.01428099802708
0.203541666666667,10,8.49027585887514
0.210833333333333,10,7.99018516346815
0.218125,10,7.61454719584658
0.225416666666667,10,7.25258543516714
0.232708333333333,10,6.95464418619384
0.24,10,6.62197323085662
