"lumped_element_capacitance [pF]","Freq [GHz]","ang_deg(S(1,1)) [deg]"
0.065,9.5,79.4984739712573
0.065,9.51020408163265,79.3773313966326
0.065,9.52040816326531,79.2520503663541
0.065,9.53061224489796,79.1225517188477
0.065,9.54081632653061,78.9887531599953
0.065,9.55102040816326,78.8505691849028
0.065,9.56122448979592,78.7079109958263
0.065,9.57142857142857,78.5606864155543
0.065,9.58163265306122,78.4087997962557
0.065,9.59183673469388,78.252151924298
0.065,9.60204081632653,78.0906399193597
0.065,9.61224489795918,77.9241571308227
0.065,9.62244897959184,77.7525930281057
0.065,9.63265306122449,77.5758330870408
0.065,9.64285714285714,77.3937586722384
0.065,9.65306122448979,77.2062469141012
0.065,9.66326530612245,77.0131705815444
0.065,9.6734693877551,76.8143979507204
0.065,9.68367346938775,76.609792668985
0.065,9.69387755102041,76.3992136145227
0.065,9.70408163265306,76.1825147520368
0.065,9.71428571428572,75.9595449837826
0.065,9.72448979591837,75.730147997279
0.065,9.73469387755102,75.4941621092076
0.065,9.74489795918367,75.2514201055291
0.065,9.75510204081633,75.0017490787488
0.065,9.76530612244898,74.7449702622413
0.065,9.77551020408163,74.4808988618735
0.065,9.78571428571428,74.2093438868284
0.065,9.79591836734694,73.9301079775629
0.065,9.80612244897959,73.6429872349382
0.065,9.81632653061225,73.3477710475241
0.065,9.8265306122449,73.044241921579
0.065,9.83673469387755,72.7321753127035
0.065,9.84693877551021,72.4113394599757
0.065,9.85714285714286,72.0814952264904
0.065,9.86734693877551,71.7423959437055
0.065,9.87755102040816,71.3937872658159
0.065,9.88775510204082,71.0354070326981
0.065,9.89795918367347,70.6669851457368
0.065,9.90816326530612,70.2882434568683
0.065,9.91836734693878,69.8988956770904
0.065,9.92857142857143,69.4986473027018
0.065,9.93877551020408,69.0871955678027
0.065,9.94897959183674,68.6642294228545
0.065,9.95918367346939,68.2294295454493
0.065,9.96938775510204,67.7824683884843
0.065,9.97959183673469,67.3230102686871
0.065,9.98979591836735,66.850711504062
0.065,10,66.3652206031891
0.0722916666666667,9.5,76.5610966783069
0.0722916666666667,9.51020408163265,76.3982200745538
0.0722916666666667,9.52040816326531,76.2300928550935
0.0722916666666667,9.53061224489796,76.0565972157216
0.0722916666666667,9.54081632653061,75.8776108450553
0.0722916666666667,9.55102040816326,75.6930067905269
0.0722916666666667,9.56122448979592,75.5026533184591
0.0722916666666667,9.57142857142857,75.3064137687366
0.0722916666666667,9.58163265306122,75.1041464037439
